Title;Link
O que revelam novos esqueletos encontrados nas ruínas de Pompeia;https://www.bbc.com/portuguese/articles/cn4eplle5y6o
"Podcast busca entender como brasileiros chegaram a atual grau de divisão; ouça aqui";https://www.bbc.com/portuguese/podcasts/p0cyhvny
Ouça aqui o podcast que conta incríveis casos na raiz das guerras culturais;https://www.bbc.com/portuguese/podcasts/p0cx5pt6
Que História!: ouça as duas temporadas do podcast;https://www.bbc.com/portuguese/podcasts/p07r3r3t
As descobertas que estão mudando o que sabemos sobre os neandertais;https://www.bbc.com/portuguese/articles/cpvxngnx4p9o
'Filiprimos'? As semelhanças entre Brasil e Filipinas que se refletem nas redes sociais;https://www.bbc.com/portuguese/articles/cv240x00p90o
Por que conservadores estão em guerra contra Disney e cervejaria nos EUA;https://www.bbc.com/portuguese/articles/cxxy631g0dyo
O teste de DNA que identificou serial killer 30 anos depois dos crimes;https://www.bbc.com/portuguese/articles/cn3vpm7yl5ko
Os mitos e erros sobre os hemisférios do cérebro;https://www.bbc.com/portuguese/articles/cjj999w39dgo
PM que fuzilou dois colegas era conhecido pela gentileza e falou com a BBC um mês antes do crime;https://www.bbc.com/portuguese/articles/c8vr5vylgr0o
Decisão 'arbitrária' ou 'irretocável'? Juristas divergem sobre cassação de Deltan Dallagnol;https://www.bbc.com/portuguese/articles/cjqkp3ve12jo
Como STF pode regular plataformas digitais após impasse no PL das Fake News;https://www.bbc.com/portuguese/articles/c4nw53753pno
Quem é Kemal Kilicdaroglu, adversário de Erdogan no 2º turno na Turquia;https://www.bbc.com/portuguese/articles/cqv0yn009w4o
Os ex-escravizados que levaram tradições brasileiras para Gana;https://www.bbc.com/portuguese/articles/cw9pw50y92wo
Parceiros comerciais da BBC Brasil;https://www.bbc.com/portuguese/institutional-41672312
Facebook;https://www.facebook.com/bbcnewsbrasil/
YouTube;https://www.youtube.com/user/BBCBrasil
Instagram;https://www.instagram.com/bbcbrasil/?hl=en
Twitter;https://twitter.com/bbcbrasil?lang=en
CÚPULA DO G7 “A decepção foi de Lula”, diz Zelensky sobre encontro não realizado;https://www.cnnbrasil.com.br/internacional/a-decepcao-foi-de-lula-diz-zelensky-sobre-encontro-nao-realizado-no-g7/
Flamengo vence Corinthians e mantém rival na zona do rebaixamento da Série A;https://www.cnnbrasil.com.br/esportes/nos-acrescimos-flamengo-vence-e-corinthians-fica-mais-uma-rodada-no-z4/
Brasileiro Vinicius Jr. é vítima de mais um caso de racismo na Espanha;https://www.cnnbrasil.com.br/esportes/vinicius-jr-e-vitima-de-mais-um-caso-de-racismo-na-espanha/
Política;https://www.cnnbrasil.com.br/politica/
Pop;https://www.cnnbrasil.com.br/pop/
Economia;https://www.cnnbrasil.com.br/economia/
Internacional;https://www.cnnbrasil.com.br/internacional/
Viagem & Gastronomia;https://www.cnnbrasil.com.br/viagemegastronomia/
Nacional;https://www.cnnbrasil.com.br/nacional/
Saúde;https://www.cnnbrasil.com.br/saude/
Esportes;https://www.cnnbrasil.com.br/esportes/
CNN Plural;https://www.cnnbrasil.com.br/tudo-sobre/cnn-plural/
Ciência e Tecnologia;https://www.cnnbrasil.com.br/tecnologia/
Bíblia Hebraica mais antiga do mundo é vendida por recorde de R$ 189,5 milhões;https://www.cnnbrasil.com.br/internacional/biblia-hebraica-mais-antiga-do-mundo-e-vendida-por-recorde-de-r-1895-milhoes/
'Não venho para ser servido, mas para servir', diz Charles;https://g1.globo.com/mundo/noticia/2023/05/06/coroacao-rei-charles-iii.ghtml
"Coroa tem mais de 2,8 mil diamantes; veja em detalhes";https://g1.globo.com/mundo/ao-vivo/coroacao-do-rei-charles-iii-acompanhe-ao-vivo.ghtml?postId=8265e56d-c072-4982-b603-c0945067ba17
Reveja o momento exato da coroação, o juramento e mais;https://g1.globo.com/mundo/playlist/coroacao-do-rei-charles-iii.ghtml
"Janja usa vermelho na coroação; Lula se senta perto de Macron";https://g1.globo.com/politica/noticia/2023/05/06/lula-participa-da-cerimonia-de-coroacao-do-rei-charles-iii-e-senta-ao-lado-de-emmanuel-macron.ghtml
FOTOS: William, Kate e filhos acompanham da 1ª fila;https://g1.globo.com/mundo/noticia/2023/05/06/fotos-familia-real-na-coroacao-do-rei-charles-iii.ghtml
Sem Meghan, Harry senta sozinho entre convidados;https://g1.globo.com/mundo/ao-vivo/coroacao-do-rei-charles-iii-acompanhe-ao-vivo.ghtml?postId=1e2ce3c1-8ed6-426c-88fd-7532c149b88f
Chapéus e joias: quem é a mais elegante da coroação? Vote;https://g1.globo.com/mundo/votacao/na-coroacao-de-rei-charles-iii-quem-e-a-convidada-mais-bem-vestida--35621d85-746c-45cf-a026-304fe6e2ab8a.ghtml
Katy Perry, Lionel Richie e mais: famosos marcam presença;https://g1.globo.com/mundo/noticia/2023/05/06/famosos-e-autoridades-coroacao-do-rei-charles-iii-fotos.ghtml
Britânicos contrários à monarquia protestam: 'Não é meu rei';https://g1.globo.com/mundo/video/britanicos-antimonarquistas-protestam-no-dia-da-coroacao-de-charles-iii-11595451.ghtml
Como foi a coroação do rei Charles 3º;https://www.bbc.com/portuguese/articles/cje01158037o
Os 5 principais desafios de Charles 3º como novo rei;https://www.bbc.com/portuguese/internacional-62932565
Líder de grupo anti-monarquia é preso em protesto contra a coroação;https://www.bbc.com/portuguese/articles/c883ddve15lo
Fissura ou 'desbolsonarização': como CPMI do 8 de janeiro pode afetar relação de militares com governo Lula;https://www.bbc.com/portuguese/articles/czrpm9xyl78o
Ucrânia acusa Rússia de usar bombas de fósforo para destruir cidade de Bakhmut;https://www.bbc.com/portuguese/articles/c9xn776rpw2o
Grupo Wagner: por que mercenários russos ameaçam se retirar de cidade na Ucrânia;https://www.bbc.com/portuguese/articles/c9xn74lw80wo
Suplementos de proteína fazem mal à saúde?;https://www.bbc.com/portuguese/articles/c4n7rm4391zo
Os números que levaram OMS a decretar fim da emergência global de covid-19;https://www.bbc.com/portuguese/articles/cl748lv5xn0o
Reino Unido anuncia R$ 500 milhões para o Fundo Amazônia;https://www.bbc.com/portuguese/articles/c6p98ym9rgjo
'Novo Cangaço': o que acontece nas cidades onde bandidos explodem bancos;https://www.bbc.com/portuguese/articles/c0vxw220n42o
Como Brasil se tornou 'berçário' de espiões russos;https://www.bbc.com/portuguese/articles/ckk43wg6n31o
Como conversar com filhos sobre ataques a escolas;https://www.bbc.com/portuguese/articles/cev4klp4px0o
Como celular de Bolsonaro apreendido pela PF no caso das vacinas pode ser usado em outras investigações;https://www.bbc.com/portuguese/articles/cp91j0vxgzxo
Que crimes Bolsonaro pode ter cometido caso se confirme falsificação do certificado de vacina contra covid;https://www.bbc.com/portuguese/articles/c883k4kkzpjo
Bolsonaro não precisou de registro de vacina para ir aos EUA;https://www.bbc.com/portuguese/articles/ckrk785vp41o
O que realmente diz a 'bula da Pfizer', que Bolsonaro disse ter lido para decidir não se vacinar;https://www.bbc.com/portuguese/articles/cxxy40wenp9o
A herança arquitetônica brasileira sob risco na Nigéria;https://www.bbc.com/portuguese/articles/c51p73m4g2po
O que se sabe sobre operação da PF em endereço de Bolsonaro;https://www.bbc.com/portuguese/articles/c3gv897e5z1o
Coroação de Charles 3º: tudo o que você precisa saber sobre o evento;https://www.bbc.com/portuguese/articles/c894p3zp8gvo
Como jovem de 13 anos pôde se armar para matar 8 colegas e segurança em escola da Sérvia;https://www.bbc.com/portuguese/articles/c721n6621wdo
Os britânicos que não vão assistir à coroação de Charles 3º: 'Acho um desperdício de dinheiro';https://www.bbc.com/portuguese/articles/cy6vd8d16pdo
Confira em 3D detalhes da coroa que será usada por Charles 3º;https://www.bbc.com/portuguese/resources/idt-5136bea2-40b8-45bf-83be-e06babcbc2bf
Vídeo em 360º: por dentro da Abadia de Westminster, palco da coroação de Charles 3°;https://www.bbc.com/portuguese/articles/c2elvr93lqmo
Por que o monarca precisa de uma coroação?;https://www.bbc.com/portuguese/articles/c976g686g84o
Vídeo, Coroação de Charles 3°: como são as carruagens reais que levarão o rei e a rainha, Duration 1,48;https://www.bbc.com/portuguese/geral-65381327
Coroação de Charles 3º: como acompanhar a cerimônia ao vivo;https://www.bbc.com/portuguese/articles/cv2ve787dwdo
‘Olhei para meu pé e vi que estava sem dedos’: as minas terrestres que fazem centenas de vítimas na Ucrânia;https://www.bbc.com/portuguese/articles/c29renpxgjzo
A multa contra o McDonalds nos EUA por empregar centenas de menores de idade;https://www.bbc.com/portuguese/articles/c25peypzev5o
Paraguai: 'Quero discutir com Lula próximos 50 anos de relação', diz presidente eleito;https://www.bbc.com/portuguese/articles/c10qdz85311o
Por que Rússia acusa Ucrânia de tentar matar Putin com drones;https://www.bbc.com/portuguese/articles/cje0n9w0nq5o
O que a China ganha ao agir como moderadora da paz entre Rússia e Ucrânia;https://www.bbc.com/portuguese/articles/cg35gy4x1d7o
Eleição no Paraguai: por que vitória de Santiago Peña é exceção entre 'ondas políticas' da América Latina;https://www.bbc.com/portuguese/articles/crgmzl9j9j7o
Corpo de pescador desaparecido é encontrado dentro de crocodilo na Austrália;https://www.bbc.com/portuguese/articles/cg3d8z4lz44o
O 'padrinho' da inteligência artificial que se demitiu do Google e adverte sobre perigos da tecnologia;https://www.bbc.com/portuguese/articles/cgr1qr06myzo
Quem é Santiago Peña, novo presidente do Paraguai;https://www.bbc.com/portuguese/articles/cnejwml49vgo
Vídeo, Como vai ser a coroação de Charles 3° no Reino Unido, Duration 1,51;https://www.bbc.com/portuguese/geral-65489159
Vídeo, A seita que encorajava a morte por inanição para 'encontrar Jesus', Duration 1,23;https://www.bbc.com/portuguese/geral-65418691
Câncer na garganta: por que sexo oral pode ser fator de risco?;https://www.bbc.com/portuguese/articles/cd1rxkmjje8o
Como é 1ª vacina do mundo contra VSR aprovada nos EUA;https://www.bbc.com/portuguese/articles/cx04ldv7vdyo
'As pessoas param de respirar antes que se deem conta': o que o fentanil faz com o cérebro;https://www.bbc.com/portuguese/articles/c51pl202527o
A nova droga contra o Alzheimer capaz de retardar em um terço avanço da doença, segundo estudos;https://www.bbc.com/portuguese/articles/cmj7l0dpzjvo
Restaurantes usam calor da cozinha para gerar sua própria energia;https://www.bbc.com/portuguese/articles/c870grk4zgdo
Como mudanças climáticas ameaçam a produção de vinhos australianos;https://www.bbc.com/portuguese/articles/czrpnd38d33o
Cartilha da desinformação: como agem os grupos que usam redes sociais para espalhar fake news e mobilizar eleitores;https://www.bbc.com/portuguese/articles/ceq55vxe9leo
'Nasci de um estupro, mas isso não me define';https://www.bbc.com/portuguese/articles/cevnw4w2n9yo
Os profissionais que temem perder seu emprego para a inteligência artificial;https://www.bbc.com/portuguese/articles/cn4rvelpmejo
O que são seitas e por que as pessoas se juntam a elas?;https://www.bbc.com/portuguese/articles/crgewpyxvyvo
O empreendedor que aposta na descoberta da juventude eterna;https://www.bbc.com/portuguese/articles/cqezl9eppljo
O que é a misteriosa 'caixa preta' da inteligência artifical que preocupa os especialistas;https://www.bbc.com/portuguese/articles/c870xmd2dv0o
Como é calculada chance de chuva que serviços de meteorologia divulgam;https://www.bbc.com/portuguese/articles/c1680x5g0pjo
O que a ciência diz sobre os remédios naturais para dormir;https://www.bbc.com/portuguese/articles/c25pdvd5xpwo
Salário mínimo de R$ 1.320: quanto piso aumentou em cada governo?;https://www.bbc.com/portuguese/articles/c3gn96zyy6qo
Como a Amazon dominou vendas de livros no Brasil em apenas 9 anos;https://www.bbc.com/portuguese/articles/c4nwprveg0wo
Greve de roteiristas ameaça programas de TV e filmes nos EUA;https://www.bbc.com/portuguese/articles/clel3gzw61qo
Met Gala: 7 dos melhores looks ao longo das décadas;https://www.bbc.com/portuguese/articles/c9rx41gv06lo
Jovem de 16 anos recebe R$ 45 milhões em ofertas de bolsas universitárias nos EUA e se aproxima de recorde;https://www.bbc.com/portuguese/articles/cqezgqj2gd5o
Os clubes de leitura que desafiam a crescente censura de livros nos EUA;https://www.bbc.com/portuguese/articles/crgxz027332o
Carolina, a rainha consorte da Inglaterra barrada da própria coroação pelo rei;https://www.bbc.com/portuguese/articles/cjm73exdmgdo
CLT faz 80 anos: o que mudou e pode mudar no Brasil da informalidade e aplicativos;https://www.bbc.com/portuguese/articles/c1rleweverwo
Por que Disney e governador da Flórida estão em pé de guerra;https://www.bbc.com/portuguese/articles/cjr18xp1940o
Matança de cães infectados com parasita gera polêmica em cidade de São Paulo;https://www.bbc.com/portuguese/articles/c721dr9p0x1o
Por que o Rio de Janeiro está atraindo nômades digitais;https://www.bbc.com/portuguese/articles/cnejxx2gme4o
Entenda a polêmica envolvendo a capivara Filó;https://www.bbc.com/portuguese/articles/c887jy7ge99o
Doador de esperma que teve mais de 550 filhos é proibido de doar novamente;https://www.bbc.com/portuguese/articles/cv2d4geye8yo
Por que cientistas temem futuro catastrófico causado pela inteligência artificial;https://www.bbc.com/portuguese/articles/cn07ljg5yrzo
O que diz a lei sobre casos como casamento de prefeito de 65 anos com adolescente de 16;https://www.bbc.com/portuguese/articles/cn07gz0p422o
EUA: os 4 motivos que levaram Biden a se lançar à reeleição;https://www.bbc.com/portuguese/articles/c2eln74l7jyo
REINO UNIDO Rei Charles III é coroado na Abadia de Westminster;https://www.cnnbrasil.com.br/internacional/rei-charles-iii-e-coroado-em-cerimonia-na-abadia-de-westminster/
Rei Charles III é coroado na Abadia de Westminster;https://www.cnnbrasil.com.br/internacional/rei-charles-iii-e-coroado-em-cerimonia-na-abadia-de-westminster/
"Rei Charles III e Camilla são oficialmente coroados; siga";https://www.cnnbrasil.com.br/live-update/internacional/coroacao-do-rei-charles-iii/
Rainha consorte ou só rainha? Coroação de Charles muda título real da esposa do rei;https://www.cnnbrasil.com.br/internacional/rainha-consorte-ou-so-rainha-coroacao-de-charles-muda-titulo-real-de-camilla/
Com Covid-19, ministra Marina Silva é internada em hospital na capital paulista;https://www.cnnbrasil.com.br/politica/com-covid-19-marina-silva-e-internada-no-incor-em-sao-paulo/
"Saiba o que foi o ""escândalo do absorvente interno"" entre Charles e Camilla";https://www.cnnbrasil.com.br/internacional/saiba-o-que-foi-o-escandalo-do-absorvente-interno-entre-charles-e-camilla/
Torres nega interferência na PRF nas eleições e diz que foi à Bahia para vistoriar obra;https://g1.globo.com/politica/noticia/2023/05/08/torres-diz-a-pf-que-queria-combater-crimes-eleitorais-e-que-viagem-a-bahia-foi-ideia-do-diretor-geral-segundo-defesa.ghtml
"O ASSUNTO: como a indicação de Galípolo ao BC pode mexer com juros; OUÇA";https://g1.globo.com/podcast/o-assunto/noticia/2023/05/09/o-assunto-956-o-no-2-de-haddad-indicado-ao-banco-central.ghtml
Quem é o diretor da Meta que deve virar novo n° 2 de Haddad;https://g1.globo.com/economia/noticia/2023/05/08/quem-e-dario-durigan-diretor-da-meta-que-deve-se-tornar-novo-braco-direito-de-haddad-na-fazenda.ghtml
Bridgestone cortará parte da produção em SP e demitirá 600;https://g1.globo.com/economia/noticia/2023/05/08/bridgestone-anuncia-demissao-de-600-funcionarios-e-fim-de-producao-para-carros-no-abc-paulista.ghtml
LinkedIn vai demitir mais de 700 funcionários na China;https://g1.globo.com/tecnologia/noticia/2023/05/08/linkedin-ira-demitir-mais-de-700-funcionarios-e-encerrar-aplicativo-de-empregos-na-china.ghtml
'Só trabalha quem manda nudes': candidata a vaga relata assédio;https://g1.globo.com/trabalho-e-carreira/noticia/2023/05/08/so-trabalha-quem-manda-nudes-candidata-a-vaga-em-shopping-diz-ter-sido-assediada-por-funcionario-em-mensagem-de-texto.ghtml
Casal flagrado em SP com menino de SC é preso por tráfico de pessoas;https://g1.globo.com/sp/sao-paulo/noticia/2023/05/08/policia-prende-por-trafico-de-pessoas-homem-e-mulher-flagrados-com-menino-de-2-anos-de-sc-que-foi-encontrado-em-sp.ghtml
Menina de 9 anos morre após acidente entre moto e caminhão no RJ;https://g1.globo.com/rj/norte-fluminense/noticia/2023/05/08/menina-de-9-anos-morre-apos-acidente-entre-moto-e-caminhao-em-aperibe-no-rj.ghtml
Bauermann, do Santos, foi cobrado por não cumprir acordo, diz revista;https://ge.globo.com/sp/santos-e-regiao/futebol/times/santos/noticia/2023/05/08/em-conversa-com-apostador-bauermann-do-santos-foi-cobrado-por-nao-cumprir-acordo-o-barato-vai-ficar-louco-para-voce.ghtml
Por que eleição para Constituinte no Chile é 'paradoxo', segundo cientista política;https://www.bbc.com/portuguese/articles/cd14qzd8nkro
A redução de alcance de notícias que Google testou no Canadá e pode repetir no Brasil;https://www.bbc.com/portuguese/articles/cj5ey8g425go
Australiana sobrevive 5 dias perdida na floresta só com doces e vinho;https://www.bbc.com/portuguese/articles/cgr1env5jjdo
A conta de gato de estimação no TikTok que pode ter sido usada para espionar jornalista britânica;https://www.bbc.com/portuguese/articles/ck7kzdpwd22o
'Menina Veneno', 40 anos: a história do roqueiro inglês que fez sucesso no Brasil cantando em português;https://www.bbc.com/portuguese/articles/c0xd4n18ldwo
Por que ensinar robôs a piscar é difícil, mas importante;https://www.bbc.com/portuguese/articles/c168w4r6nrro
10 fascinantes dados sobre o planeta Terra;https://www.bbc.com/portuguese/articles/cxwpl918eyzo
Por que sexo planejado pode ser tão ou mais prazeroso que o 'impulsivo';https://www.bbc.com/portuguese/articles/cw9prry22nzo
Como 'vazio legal' impulsiona consumo e venda de cogumelos psicodélicos no Brasil;https://www.bbc.com/portuguese/articles/c4nzr26p352o
Qual pode ser o impacto da CPMI do 8 de janeiro na relação de militares com governo Lula;https://www.bbc.com/portuguese/articles/czrpm9xyl78o
EUA tiveram 1,6 ataque a tiros por dia em 2023;https://www.bbc.com/portuguese/articles/cd1kye5y7y0o
6 invenções de indígenas americanos que fazem parte do nosso dia a dia;https://www.bbc.com/portuguese/articles/c3gpv212n11o
Constituinte do Chile, nascida após protestos da esquerda, terá controle da direita;https://www.bbc.com/portuguese/articles/cy90j087v35o
Por que brasileiros não são considerados latinos nos EUA;https://www.bbc.com/portuguese/articles/cx9nel14ekwo
A tecnologia da Primeira Guerra Mundial que está ajudando Ucrânia a enganar Rússia;https://www.bbc.com/portuguese/articles/c168zd53616o
Vietnã registra 44°C, maior temperatura da história do país;https://www.bbc.com/portuguese/articles/cd1kyxwpqgyo
Vídeo, Em 3 pontos, como Lula se saiu em viagem a Portugal e Espanha, Duration 4,27;https://www.bbc.com/portuguese/geral-65381321
Por que passar tempo sozinho é tão importante;https://www.bbc.com/portuguese/articles/clel357yyw7o
Como número de seguidores no Instagram facilita (ou dificulta) acesso ao 'remédio mais caro do mundo';https://www.bbc.com/portuguese/articles/ckrk08y8xvro
'Sobrevivi a bomba em aeroporto, reaprendi a andar e completei prova do Ironman';https://www.bbc.com/portuguese/articles/c72jz7lkz8jo
A polêmica solução de enigma matemático por Marilyn vos Savant, mulher com QI mais alto do mundo;https://www.bbc.com/portuguese/articles/cy90p2y5v1xo
O incrível erro que levou Pepsi a enfrentar universitário por avião militar;https://www.bbc.com/portuguese/articles/cnl921y2ej7o
A família boêmia que chocou a Grã-Bretanha vitoriana;https://www.bbc.com/portuguese/articles/cjqk08z5ew4o
Por que manter a casa muito limpa pode não ser bom para a saúde;https://www.bbc.com/portuguese/articles/ckrkvrk277mo
DANIELA LIMA Áudio revela coronel Elcio Franco em trama golpista;https://www.cnnbrasil.com.br/politica/audio-revela-coronel-elcio-em-trama-golpista/
CPMI deve apurar fatos sem radicalização, diz Rodrigo Pacheco à CNN;https://www.cnnbrasil.com.br/politica/cpmi-deve-apurar-fatos-sem-radicalizacao-diz-rodrigo-pacheco-a-cnn/
Torres nega interferência em operação que parou eleitores de Lula no 2º turno, diz defesa;https://www.cnnbrasil.com.br/politica/torres-diz-a-pf-que-nao-interferiu-na-operacao-da-prf-que-parou-eleitores-de-lula-no-segundo-turno/
Mercado;/cotacoes/bolsa
Preço de carro zero mais barato do Brasil é reajustado e encosta nos R$ 70 mil;https://www.cnnbrasil.com.br/economia/preco-de-carro-zero-mais-barato-do-brasil-e-reajustado-e-encosta-nos-r-70-mil/
Aliados de Bolsonaro veem silêncio de Cid como recado para delação;https://g1.globo.com/politica/blog/andreia-sadi/post/2023/05/18/apos-silencio-entorno-de-bolsonaro-ve-recado-de-que-cid-pode-considerar-delacao.ghtml
Bolsonaro vai ao Senado e desconversa sobre Cid: 'Cada um segue sua vida';https://g1.globo.com/politica/noticia/2023/05/18/bolsonaro-vai-ao-senado-visita-o-gabinete-do-filho-flavio-e-fala-com-a-imprensa.ghtml
Gilmar Mendes libera 'Linha Direta' sobre o caso Henry Borel hoje à noite;https://g1.globo.com/jornal-nacional/noticia/2023/05/18/gilmar-mendes-do-stf-libera-exibicao-do-linha-direta-sobre-o-caso-henry-borel.ghtml
Câmara rejeita articulação política para salvar Dallagnol da cassação;https://g1.globo.com/politica/blog/andreia-sadi/post/2023/05/18/camara-rejeita-articulacao-politica-para-salvar-dallagnol-lira-vai-dar-tramite-burocratico-a-decisao-da-justica.ghtml
General relata em CPI ordem de Lula para prender golpistas após ataque;https://g1.globo.com/df/distrito-federal/noticia/2023/05/18/video-por-telefone-lula-determinou-isolamento-de-acampamento-e-prisao-de-bolsonaristas-apos-atos-terroristas-diz-general-dutra.ghtml
Petrobras mira áreas da Amazônia que já tiveram licenças negadas;https://g1.globo.com/meio-ambiente/noticia/2023/05/18/petrobras-quer-explorar-petroleo-em-outras-areas-na-foz-do-amazonas-que-ja-tiveram-autorizacao-negada-em-2018.ghtml
Ibovespa fecha no maior nível em 3 meses com urgência de regra fiscal;https://g1.globo.com/economia/noticia/2023/05/18/ibovespa.ghtml
